dataset_index,data_uuid,data_name,view_count,download_count,description,update_frequency,data_owner,data_page_url,data_category,asset_type,view_type,size_in_bytes,readable_size,latest_update_time
3010,vk9f-gvzq,DOP Juvenile Investigations Assigned,384,1149,The number of investigation reports assigned for juveniles during the reporting period.,Monthly,Department of Probation (DOP),https://data.cityofnewyork.us/Public-Safety/DOP-Juvenile-Investigations-Assigned/vk9f-gvzq,Public Safety,dataset,tabular,1924.0,1.92 KB,2021-10-29
3012,vmbc-b9fa,Physical Education Instruction - Borough Level,72,29,Local Law 102 enacted in 2015 requires the Department of Education of the New York City School District to submit to the Council an annual report concerning physical education for the prior school year.     This report provides information about average frequency and average total minutes per week of physical education as defined in Local Law 102 as reported through the 2017-18 STARS database. It is important to note that schools self-report their scheduling information in STARS. The report also includes information regarding the number and ratio of certified physical education instructors and designated physical education instructional space.,Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Physical-Education-Instruction-Borough-L/vmbc-b9fa,Education,dataset,tabular,40984.0,40.98 KB,2020-12-22
3013,vmkw-p55f,Parks Concession Transactions,226,546,"NYC Parks uses a Commercial Off-The-Shelf database for maintaining its concession-related data.  In its raw form, the Parks data within the Yardi Voyager database has a convoluted structure, the majority of which is not being used by Parks to store any data. In an effort to make the data more user friendly, the multitude of tables used by the source database have been distilled into two that contain the essential information for a concessions database. One table (Parks Concessions) represents the concession asset – the place and thing which is being operated – and who holds the contract.  The other (Parks Concession Transactions) represents transactions between those contract holders and NYC Parks.  Parks Concessions is here https://data.cityofnewyork.us/City-Government/Parks-Concessions/53m8-jdtg and can be joined to Parks Concession Transactions using  PersonID, PropertyID and UnitID.",Monthly,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/City-Government/Parks-Concession-Transactions/vmkw-p55f,City Government,dataset,tabular,23791159.0,23.79 MB,2021-12-08
3014,vn2t-jh2b,English Language Arts  Test Results by Grade - Boro - by English Proficiency Status,312,1365,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8 Notes: As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7. Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency. In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2011-English-Language-Arts-ELA-Test-Results-b/vn2t-jh2b,Education,dataset,tabular,31049.0,31.05 KB,2011-10-05
3016,vn74-s6rt,Average Class Size Borough - Middle & High School,79,28,"2018-2019 Class Size Borough report for middle and high school  grades by program type, number of students, number of classes and average class size.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2018-2019-Average-Class-Size-Borough-Middle-High-S/vn74-s6rt,Education,dataset,tabular,16177.0,16.18 KB,2020-12-31
3017,vntq-qu86,Three-Quarter Housing Report - Placements,427,937,"In June 2015, Mayor de Blasio announced the formation of an interagency task force to review the use of three-quarter houses in New York City. Representatives from the task force began to visit and inspect these residences to identify immediate health and safety issues and to relocate residents. Local Law 13 of 2017 requires the Mayor’s Office of Operations to provide quarterly reports on the task force’s findings.",One-time,Mayor’s Office of Operations (OPS),https://data.cityofnewyork.us/City-Government/Three-Quarter-Housing-Report-Placements/vntq-qu86,City Government,dataset,tabular,3323.0,3.32 KB,2019-10-21
3021,vpeq-ndkd,9/11 Authorized Bus Parking Permit,220,114,Parking Permits issued to Motor Coach Tour Bus operators to park in designated metered bus parking spaces below Houston Street from River to River to visit the 9/11 Memorial Museum.,Annually,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/9-11-Authorized-Bus-Parking-Permit/vpeq-ndkd,Transportation,dataset,tabular,795254.0,795.25 KB,2020-12-28
3022,vq35-j9qm,Asbestos Control Program,6924,2828,"ACP7 form is an asbestos project notification. Any time asbestos abatement is perform on quantities greater than a minor project amount, the applicant has to file this form with DEP Asbestos Control Program (ACP). All asbestos documents are filed through the Asbestos Reporting and Tracking System (ARTS) E-file system. This system is web based and entirely paperless. All information on the ACP7 is essential to meet the requirements setforth in the asbestos rules and regulations Title15, Chapter 1 (RCNY). ACP enforcement staff utilizes this form for inspection of asbestos abatement activities.",Monthly,Department of Environmental Protection (DEP),https://data.cityofnewyork.us/Environment/Asbestos-Control-Program-ACP7-/vq35-j9qm,Environment,dataset,tabular,11816450.0,11.82 MB,2021-12-01
3023,vqix-8bak,English Language Arts  Test Results - - District - Ethnicity,431,1810,Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by district and student ethnicity.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/English-Language-Arts-ELA-Test-Results-2006-2012-D/vqix-8bak,Education,dataset,tabular,402164.0,402.16 KB,2013-02-20
3024,vr2i-c3qq,Citiwide Service Desk Statistics,371,1578,NYC Service Desk Statistics,One-time,Department of Information Technology & Telecommunications (DoITT),https://data.cityofnewyork.us/City-Government/Citiwide-Service-Desk-Statistics/vr2i-c3qq,City Government,dataset,tabular,342.0,342 bytes,2013-06-26
3026,vr8p-8shw,Derelict Vehicle Dispositions - Tow,5215,1614,"""Provides data on abandoned vehicles on city streets that did not meet DSNY guidelines to be classified as derelict and that were tagged and reported to the NYPD Rotation Tow (ro-tow) Program  for towing. For information on how to report an abandoned vehicle, go to: http://www1.nyc.gov/nyc-resources/service/989/abandoned-vehicle   Related datasets: - https://data.cityofnewyork.us/City-Government/Derelict-Vehicles-Dispositions-Complaints/pq5i-thsu - https://data.cityofnewyork.us/City-Government/Derelict-Vehicle-Dispositions-Vehicles/bjuu-44hx",Monthly,Department of Sanitation,https://data.cityofnewyork.us/City-Government/Derelict-Vehicle-Dispositions-Tow/vr8p-8shw,City Government,dataset,tabular,11319604.0,11.32 MB,2021-10-08
3027,vrar-mb2u,October__21-995_Appendix New York City Office of Pupil Transportation Investigations Reporting,109,17,October_2020_21-995_Appendix New York City Office of Pupil Transportation Investigations Reporting,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/October_2020_21-995_Appendix-New-York-City-Office-/vrar-mb2u,Education,dataset,tabular,585.0,585 bytes,2021-05-21
3035,vtjm-ngnu,Outdoor Learning - Streets Locations,310,152,New York City is offering an Outdoor Learning program that allows schools to use the roadbed of the street for classes and social distancing during the COVID-19 crisis. Outdoor Learning - Streets (OL-S) are open weekdays from 7am-4pm.,One-time,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/Outdoor-Learning-Streets-Locations-Historical-/vtjm-ngnu,Transportation,dataset,tabular,53920.0,53.92 KB,2021-06-07
3036,vu7w-gbbe,NYCDEP Citywide Catch Basins,2965,542,NYCDEP Citywide Catch Basins,Annually,Department of Environmental Protection (DEP),https://data.cityofnewyork.us/Environment/NYCDEP-Citywide-Catch-Basins/vu7w-gbbe,Environment,map,geo,39894942.0,39.89 MB,2020-12-07
3038,vv3n-5y3z,YABC Progress Report,126,180,"New York City Department of Education 2012 - 2013 YABC Progress Report Data based on DBN, School Name and Overall scores.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2012-2013-YABC-Progress-Report/vv3n-5y3z,Education,dataset,tabular,2966.0,2.97 KB,2019-04-22
3040,vve2-26rs,Math Test Results - Citywide - Ethnicity,408,1567,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by ethnicity.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2012-Math-Test-Results-Citywide-Ethnicity/vve2-26rs,Education,dataset,tabular,14558.0,14.56 KB,2013-02-21
3041,vvj6-d5qx,NYC Municipal Building Energy Benchmarking Results,7080,3110,"This is a list of New York City municipal buildings over 10,000 square feet by borough, block, lot, and agency, identifying each building’s energy intensity (kBtu/sq. ft.), Portfolio Manager benchmarking rating, where available, and the total GHG emissions for the calendar years 2010 - 2013.",One-time,Department of Citywide Administrative Services (DCAS),https://data.cityofnewyork.us/City-Government/NYC-Municipal-Building-Energy-Benchmarking-Results/vvj6-d5qx,City Government,dataset,tabular,460593.0,460.59 KB,2015-04-09
3042,vvym-pu7g,DOP Adult Investigations by Fiscal Year,374,1647,"The number of presentence investigation reports ordered for adults during the reporting period, categorized by conviction type: felony and misdemeanor.",Annually,Department of Probation (DOP),https://data.cityofnewyork.us/City-Government/DOP-Adult-Investigations-by-Fiscal-Year/vvym-pu7g,City Government,dataset,tabular,4534.0,4.53 KB,2021-10-01
3044,vwd9-skbw,Department for the Aging  Bottom Line Budgets of Case Management Contracted Providers,118,855,Bottom Line Budgets of contracted agencies providing Case Management Services.,Monthly,Department for the Aging (DFTA),https://data.cityofnewyork.us/Social-Services/Department-for-the-Aging-DFTA-Bottom-Line-Budgets-/vwd9-skbw,Social Services,dataset,tabular,471.0,471 bytes,2021-11-15
3045,vwpc-kje2,311 Web Content - Services,1252,6813,"<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>",Daily,Other,https://data.cityofnewyork.us/dataset/311-Web-Content-Services/vwpc-kje2,Missing,dataset,tabular,2117062549.0,2.12 GB,2019-06-27
3046,vww9-qguh,Attendance Results - School,1037,1558,"Attendance data includes students in district 1-32, 75 (Special Education), district 79 (Alternative Schools & Programs), charter schools, home schooling.  Home and hospital instruction are excluded.  Pre-K data does not include NYC Early Education Centers or District Pre-K Centers therefore data is limited to those who attend K-12 schools that offer Pre-K.  Transfer school counts are not in school level file.  Attendance is registered to school student is attending at the time. If a student attend multiple schools in a school year the data will be reflected in multiple schools.  Chronical absence is defined if a student has an attendance rate of less than 90 percent ( students  who are absent 10 percent or more of the total days).",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2013-2019-Attendance-Results-School/vww9-qguh,Education,dataset,tabular,75577516.0,75.58 MB,2020-02-13
3048,vx8i-nprf,Civil Service List,1874642,38816,"A Civil Service List consists of all candidates who passed an exam, ranked in score order. An established list is considered active for no less than one year and no more than four years from the date of establishment. For more information visit DCAS’ “Work for the City” webpage at: https://www1.nyc.gov/site/dcas/employment/take-an-exam.page",Daily,Department of Citywide Administrative Services (DCAS),https://data.cityofnewyork.us/City-Government/Civil-Service-List-Active-/vx8i-nprf,City Government,dataset,tabular,72152184.0,72.15 MB,2021-12-15
3049,vxah-4hdw,Students with Multiple Removals or Suspensions - SWD,95,87,"Student with two or more suspensions and/or removals annual report for students with and without disabilities aggregated by district, borough and school number.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Students-with-Multiple-Removals-or-Suspe/vxah-4hdw,Education,dataset,tabular,99026.0,99.03 KB,2020-11-16
3051,vxn4-gvgm,City Council February Attendance,134,26,"Total enrollment count for students whose learning preference is remote or blended or missing and who have attended school in person at least once since February 1, 2021. Because student learning preference is based in part on student attendance (see below), only students for whom attendance data is reported are included.",One-time,NYC Department of Education,https://data.cityofnewyork.us/dataset/2021-City-Council-February-Attendance/vxn4-gvgm,Missing,dataset,tabular,696944.0,696.94 KB,2021-06-15
3052,vxrc-r6hh,Civil Service Exams for NYCHA Residents by Borough - Local Law 163 NYC Department of Citywide Administrative Services,1197,220,"This dataset contains information about NYCHA residents who took the <a href=""https://www1.nyc.gov/site/dcas/employment/take-an-exam.page"">Civil Service</a> exam, which assesses a candidate’s qualifications for a particular Civil Service title in order to ensure that the hiring process is competitive and fair. Each row in the dataset represents the number of public housing residents on a Borough-level who receive or utilize this service.  For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",Annually,Department of Citywide Administrative Services (DCAS),https://data.cityofnewyork.us/City-Government/Civil-Service-Exams-for-NYCHA-Residents-by-Borough/vxrc-r6hh,City Government,dataset,tabular,364.0,364 bytes,2021-12-03
3055,vypd-m9q8,Department for the Aging  Reported Line Item Expenditures by Month of Geriatric Mental Health Contracted Providers,139,411,Reported Expenditures of Line Items by Month of registered and contracted agencies providing Geriatric Mental Health Services.,Monthly,Department for the Aging (DFTA),https://data.cityofnewyork.us/Social-Services/Department-for-the-Aging-DFTA-Reported-Line-Item-E/vypd-m9q8,Social Services,dataset,tabular,107280.0,107.28 KB,2021-10-28
3056,vyxt-abab,Campaign Payments,448,2059,A listing of public funds payments for candidates for City office during the 2009,One-time,Campaign Finance Board (CFB),https://data.cityofnewyork.us/City-Government/2009-Campaign-Payments/vyxt-abab,City Government,dataset,tabular,10084.0,10.08 KB,2021-02-07
3057,vz7h-p6wa,School Closure Discharge Reporting - Credit Recovery,156,614,"In June 2015, 18 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2014-2015 school year, according to the guidelines set by Local Law 2011/043",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2014-2015-School-Closure-Discharge-Reporting-Credi/vz7h-p6wa,Education,dataset,tabular,71772.0,71.77 KB,2017-08-11
3058,vz8c-29aj,Borough Enrollment Offices,6211,2222,Department of Education borough enrollment offices,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/Borough-Enrollment-Offices/vz8c-29aj,Education,dataset,tabular,3291.0,3.29 KB,2017-08-15
3059,vza7-n6vi,NYS Math Test Results By Grade - District - By Disability Status,343,1361,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8 Notes: As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7. In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006. Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.  Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2011-NYS-Math-Test-Results-By-Grade-District-/vza7-n6vi,Education,dataset,tabular,194040.0,194.04 KB,2011-10-05
3063,w2pb-icbu,NYC Citywide Annualized Calendar Sales Update,4805,1313,Annualized sales file displays yearly sales information of properties sold in New York City.,Annually,Department of Finance (DOF),https://data.cityofnewyork.us/City-Government/NYC-Citywide-Annualized-Calendar-Sales-Update/w2pb-icbu,City Government,dataset,tabular,82601371.0,82.6 MB,2021-06-15
3065,w3c6-35wg,Community District Breakdowns,4123,2969,Demographic statistics broken down by community districts,One-time,Department of Youth and Community Development (DYCD),https://data.cityofnewyork.us/City-Government/Community-District-Breakdowns/w3c6-35wg,City Government,dataset,tabular,8795.0,8.79 KB,2013-06-21
3066,w3w9-rtaj,Diversity Report - Pre-Kindergarten,76,29,"Report on Demographic Data in New York City Public Schools, 2017-18 in response to local law 59.  Pre-K data includes students in 3-K.  Test results, as provided in this report, only count students who were actively enrolled as of October 31, 2017. Therefore, they do not match numbers publicly available elsewhere, which include all test takers.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2018-Diversity-Report-Pre-Kindergarten/w3w9-rtaj,Education,dataset,tabular,176862.0,176.86 KB,2020-12-07
3069,w49t-5gha,MBPO Broadway Storefront Vacancy Survey,146,47,"Survey of vacant storefronts in August 2020 along Broadway, from the Battery to Inwood.",One-time,Manhattan Borough President (MBP),https://data.cityofnewyork.us/Business/MBPO-Broadway-Storefront-Vacancy-Survey-2020/w49t-5gha,Business,dataset,tabular,58032.0,58.03 KB,2021-08-02
3071,w4v6-3sdt,"DOF: Summary of Neighborhood Sales for the Bronx for Class 1-, 2- and 3-Family homes",692,2242,"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in the Bronx in 2009. Update Schedule: Annually",One-time,Department of Finance (DOF),https://data.cityofnewyork.us/Housing-Development/DOF-Summary-of-Neighborhood-Sales-for-the-Bronx-fo/w4v6-3sdt,Housing & Development,dataset,tabular,11463.0,11.46 KB,2013-06-21
3072,w5ea-ydu3,DOF: Refund List - Real Property Tax,2369,621,Details about refund checks for overpaid Property Tax accounts. DOF issues property refund checks by request if there are tax credits on a property tax account.,Monthly,Department of Finance (DOF),https://data.cityofnewyork.us/City-Government/DOF-Refund-List-Real-Property-Tax/w5ea-ydu3,City Government,dataset,tabular,17385018.0,17.39 MB,2021-12-09
3073,w5ew-m3sm,BOA and Community Brownfield Planning Areas - Designated BOAs,157,88,GIS shapefiles showing the areas in NYC where community-based organizations have conducted planning studies or used OER community brownfield pre-development grants.,Annually,Mayor's Office of Environmental Remediation (MOER),https://data.cityofnewyork.us/Environment/BOA-and-Community-Brownfield-Planning-Areas-Design/w5ew-m3sm,Environment,dataset,tabular,279886.0,279.89 KB,2020-11-23
3074,w5he-u64t,Inventory of New York City Greenhouse Gas Emissions - Electricity Emission Factors,1056,1149,Inventory of New York City Greenhouse Gas Emissions - Electricity Emission Factors (2005-2016),One-time,Mayor's Office of Climate and Sustainability,https://data.cityofnewyork.us/Environment/Inventory-of-New-York-City-Greenhouse-Gas-Emission/w5he-u64t,Environment,dataset,tabular,486.0,486 bytes,2017-11-24
3075,w5y2-8cs3,English Language Arts  Test Results - Borough - Gender,197,1541,Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by borough and gender.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2012-English-Language-Arts-ELA-Test-Results-B/w5y2-8cs3,Education,dataset,tabular,38746.0,38.75 KB,2013-02-20
3076,w6sr-ei44,Automated External Defibrillator  Inventory,215,458,"Inventory of Automated External Defibrillators (AED) under NYC Parks jurisdiction.  As part of compliance with Administrative Code 18-150, which pertains to AEDs for youth baseball games and practices in parks, NYC Parks maintains an inventory for all Automated External Defibrillators (AEDs) under our jurisdiction. The information regarding distribution of AEDs is entered by Parks staff. For more information about this program, visit https://www.nycgovparks.org/reg/aed-training. Each record represents a single AED.",One-time,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/City-Government/Automated-External-Defibrillator-AED-Inventory/w6sr-ei44,City Government,dataset,tabular,76600.0,76.6 KB,2018-11-28
3078,w76s-c5u4,Traffic Signal and All-Way Stop Study Requests,1453,843,Tracking system for the Traffic Operations Division to service studies related to the traffic signals and their maintenance.,Monthly,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/Traffic-Signal-and-All-Way-Stop-Study-Requests/w76s-c5u4,Transportation,dataset,tabular,15915328.0,15.92 MB,2021-12-01
3081,w7w3-xahh,Legally Operating Businesses,53461,33375,"This data set features businesses/individuals holding a DCA license so that they may legally operate in New York City. Note: Sightseeing guides and temporary street fair vendors are not included in this data set.</br> <b>*Due to COVID-19 pandemic, DCA extended certain license expiration dates and renewal application deadlines which are not reflected in this data set. For more information, visit <a href=""https://www1.nyc.gov/site/dca/businesses/licenses.page"">nyc.gov/BusinessToolbox</a>.</b>",Monthly,Department of Consumer Affairs (DCA),https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,Business,dataset,tabular,62425411.0,62.43 MB,2021-12-10
3082,w83z-2kf9,Inclusionary Housing Designated Areas,2641,2957,"GIS data:  A specified area in which the Inclusionary Housing Program is applicable. The program modifies the floor area ratio (FAR) and offers a bonus for developments that provide affordable housing.  All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>",Annually,Department of City Planning (DCP),https://data.cityofnewyork.us/City-Government/Inclusionary-Housing-Designated-Areas/w83z-2kf9,City Government,map,geo,197958.0,197.96 KB,2020-08-19
3083,w8cn-6mjd,NYC Parks Districts Map,234,7,"In order to appropriately manage City parks and allocate resources, NYC Parks has implemented three tiers of management [below the Borough level]. These three tiers can be represented as administrative geographic boundaries and are defined below: <br /><br />District - One or more parks that are combined and generally align with New York City Community Boards. <br /><br />Sector - One or more Park Districts that are combined in order share resources for daily maintenance. <br /><br />Region - One or more Park Sectors that are combined and assigned a regional managers who provides high-level, strategic planning and support for Parks managers, including maximizing resources between Districts and Sectors.<br /><br />Data Dictionary: <a href=""https://docs.google.com/spreadsheets/d/1-FS_NDOUx0-OfKploVC0fIJrwOSdNmh1HKpkfyeoD1E/edit?usp=sharing"" target=""_blank"" rel=""nofollow external"">https://docs.google.com/spreadsheets/d/1-FS_NDOUx0-OfKploVC0fIJrwOSdNmh1HKpkfyeoD1E/edit?usp=sharing</a>",Monthly,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/City-Government/NYC-Parks-Districts-Map/w8cn-6mjd,City Government,map,tabular,76.0,76 bytes,2021-12-08
3084,w8dz-xpjh,Referral Centers For High School Alternatives,2163,1691,Listing of referral Centers For High School Alternatives,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/Referral-Centers-For-High-School-Alternatives/w8dz-xpjh,Education,dataset,tabular,1285.0,1.28 KB,2017-09-15
3086,w99a-xtai,Fall  Admissions Report LL-A Part II,51,26,"In response to Local Law No. 1486-A. Reports on school applications, offers of admission, enrollment, and school seats available. All available seats, applicants, and offers of admissions are for Main Round (for pre-K, Kindergarten, Middle School and High School) admissions only. Data is only included for schools that participate in centralized admissions processes.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/Fall-2020-Admissions-Report-LL1486-A-Part-II/w99a-xtai,Education,dataset,tabular,138518.0,138.52 KB,2021-10-18
3087,w9ak-ipjd,DOB NOW: Build – Job Application Filings,28113,7570,"List of most job filings filed in DOB NOW. This dataset does not include certain types of job.  For Electrical jobs, use https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=DOB+NOW+Electrical+Permits+Data. Elevator and LAA jobs will also be published separately.",Daily,Department of Buildings (DOB),https://data.cityofnewyork.us/Housing-Development/DOB-NOW-Build-Job-Application-Filings/w9ak-ipjd,Housing & Development,dataset,tabular,145222964.0,145.22 MB,2021-12-16
3088,w9cy-nnma,DYCD after-school programs: Reading And Writing Literacy Programs,1197,2985,"Facilities in New York City, by agency and site, that offer after-school programs and resources for adult and adolescent literacy, family literacy, and English as a Second Language (ESOL) programs.",One-time,Department of Youth and Community Development (DYCD),https://data.cityofnewyork.us/Education/DYCD-after-school-programs-Reading-And-Writing-Lit/w9cy-nnma,Education,dataset,tabular,38571.0,38.57 KB,2017-09-15
3089,w9dc-u4ik,Citywide Mobility Survey - Trip Survey,1037,291,"The Citywide Mobility Survey (CMS) is NYC DOT's annual travel survey to assess the travel behavior, preferences, and attitudes of NYC residents. It is composed of 5 linked data tables - this one is the 2019 CMS Trip Survey.",One-time,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/Citywide-Mobility-Survey-Trip-Survey-2019/w9dc-u4ik,Transportation,dataset,tabular,26855149.0,26.86 MB,2020-12-24
3090,w9ei-idxz,New York City Locations Providing Seasonal Flu Vaccinations,7581,4921,Location and facility information for places in New York City providing seasonal flu vaccinations.,Monthly,Department of Health and Mental Hygiene (DOHMH),https://data.cityofnewyork.us/Health/New-York-City-Locations-Providing-Seasonal-Flu-Vac/w9ei-idxz,Health,dataset,tabular,313428.0,313.43 KB,2016-11-29
3092,w9uz-8epq,FRESH Food Stores Zoning Boundaries,5642,2615,"GIS data: FRESH boundaries where zoning and discretionary tax incentives are available for the development, expansion and renovation of full line grocery stores and supermarkets.  All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>",One-time,Department of City Planning (DCP),https://data.cityofnewyork.us/Business/FRESH-Food-Stores-Zoning-Boundaries/w9uz-8epq,Business,map,geo,1338809.0,1.34 MB,2021-05-20
3093,wa2y-rh4b,Capital Project Detail Data - Dollars,990,2030,"This dataset contains capital commitment plan data by project type, budget line and source of funds. The dollar values are in thousands. The dataset is updated three times a year during the Preliminary, Executive and Adopted Capital Commitment Plans.",Annually,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/City-Government/Capital-Project-Detail-Data-Dollars/wa2y-rh4b,City Government,dataset,tabular,10923504.0,10.92 MB,2021-11-29
3094,wa6b-r9jh,Participatory Budgeting Survey Data,517,311,"Results of optional anonymous surveys of participatory budgeting participants. Survey data helps inform City Council outreach efforts for participatory budgeting. Surveys are completed either online or in person on paper, after a person has participated. Please note that surveys collected in different years may have slightly different ranges of values. Depending on the year, this may be because the possible range of answers on the questionnaire were changed. Additionally, not all questions were asked in all years. Therefore, survey data is best compared within a survey year, not between survey years.",One-time,City Council (NYCC),https://data.cityofnewyork.us/City-Government/Participatory-Budgeting-Survey-Data/wa6b-r9jh,City Government,dataset,tabular,9641496.0,9.64 MB,2019-07-23
3095,wag2-kf63,Parks Supervisor Inspections - Feature Findings,90,96,"Supervisor Inspections are conducted by Park Supervisors in order to assess the conditions and identify issues at parks in their districts. Park Supervisors follow the standards set out in the Parks Inspection Program (PIP) Inspection Manual but are not trained in the protocol to the same degree as PIP inspectors, and supervisor inspections are not subject to the thorough review that PIP inspections receive.    During the course of an inspection, Park Supervisors separately rate each feature within a park. This table contains the features inspected, with ratings and notes for each feature.   Overall results and inspection-level records are contained in the Parks Supervisor Inspections - Inspection Results dataset; each row in this table represents one inspection of an individual property (park, playground, or zone).   Specific feature-level records are contained in the Parks Supervisor Inspections - Feature Findings dataset; each row in this table represents the specific feature's details/rating from each inspection.  Data Dictionary: https://docs.google.com/spreadsheets/d/17nwvIsPdAInf-DzGAcwq8hu6SXIzQYabUDktw3BwwLY/edit#gid=1553660070",Monthly,Other,https://data.cityofnewyork.us/City-Government/Parks-Supervisor-Inspections-Feature-Findings/wag2-kf63,City Government,dataset,tabular,411901248.0,411.9 MB,2021-12-13
3096,wavz-fkw8,DOE Building Space Usage,1613,1418,"List of DOE buildings schools housed within the building and with listing of rooms by size, usage.",Annually,School Construction Authority (SCA),https://data.cityofnewyork.us/Education/DOE-Building-Space-Usage/wavz-fkw8,Education,dataset,tabular,28797340.0,28.8 MB,2019-12-30
3098,wcg2-rbkn,Watershed Water Quality - Keypoint,122,35,"Routine aqueduct, elevation tap, and basin elevation monitoring results from 1987-Present",Annually,Department of Environmental Protection (DEP),https://data.cityofnewyork.us/Environment/Watershed-Water-Quality-Keypoint/wcg2-rbkn,Environment,dataset,tabular,154617068.0,154.62 MB,2021-09-03
3100,wcmg-48ep,Class Size Report City Level Detail Summary,93,185,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2014-2015-Class-Size-Report-City-Level-Detail-Summ/wcmg-48ep,Education,dataset,tabular,6320.0,6.32 KB,2019-04-09
3101,wcpw-9chs,Asset Management Executive Summary - State of Good Repair Needs,128,398,This dataset contains information for a select number of agencies. It shows the estimated spending necessary to preserve the structural integrity for each of their fixed assets which meet the criteria for capital eligibility. The numbers can be summarized by Agency to match the Asset Management Executive Summary publication. Amounts are rounded to the nearest thousand. The dataset is updated once a year.,Annually,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/City-Government/Asset-Management-Executive-Summary-State-of-Good-R/wcpw-9chs,City Government,dataset,tabular,28674.0,28.67 KB,2021-12-03
3102,wd9h-xwk5,Youth Engagement Summary,339,455,CA Head of Household Recipients between 16 and 24,Monthly,Human Resources Administration (HRA),https://data.cityofnewyork.us/Social-Services/Youth-Engagement-Summary/wd9h-xwk5,Social Services,dataset,tabular,8002.0,8 KB,2021-11-10
